ISO 693-3,Language Name,MMSTTS,ethnologuelink,Population Text,Population Estimate,lang_prefix,Total TTS,Variants,Online,Offline
tul,Tula,,"<a href=""https://www.ethnologue.com/language/tul"">Ethnologue</a>",10K to 1M,500000,tul,0,0,0,0
tum,Tumbuka,,"<a href=""https://www.ethnologue.com/language/tum"">Ethnologue</a>",1M to 1B,500000000,tum,0,0,0,0
tuo,Tucano,y,"<a href=""https://www.ethnologue.com/language/tuo"">Ethnologue</a>",10K to 1M,500000,tuo,1,1,0,1
tuq,Tedaga,,"<a href=""https://www.ethnologue.com/language/tuq"">Ethnologue</a>",10K to 1M,500000,tuq,0,0,0,0
tur,Turkish,y,"<a href=""https://www.ethnologue.com/language/tur"">Ethnologue</a>",1M to 1B,500000000,tr,13,6,4,9
tuv,Turkana,,"<a href=""https://www.ethnologue.com/language/tuv"">Ethnologue</a>",1M to 1B,500000000,tuv,0,0,0,0
tuy,Tugen,,"<a href=""https://www.ethnologue.com/language/tuy"">Ethnologue</a>",10K to 1M,500000,tuy,0,0,0,0
tuz,Turka,,"<a href=""https://www.ethnologue.com/language/tuz"">Ethnologue</a>",10K to 1M,500000,tuz,0,0,0,0
tva,Vaghua,,"<a href=""https://www.ethnologue.com/language/tva"">Ethnologue</a>",Less than 10K,9900,tva,0,0,0,0
tvd,Tsuvadi,,"<a href=""https://www.ethnologue.com/language/tvd"">Ethnologue</a>",10K to 1M,500000,tvd,0,0,0,0
tvk,"Ambrym, Southeast",,"<a href=""https://www.ethnologue.com/language/tvk"">Ethnologue</a>",Less than 10K,9900,tvk,0,0,0,0
tvl,Tuvaluan,,"<a href=""https://www.ethnologue.com/language/tvl"">Ethnologue</a>",10K to 1M,500000,tvl,0,0,0,0
tvn,Tavoyan,,"<a href=""https://www.ethnologue.com/language/tvn"">Ethnologue</a>",10K to 1M,500000,tvn,0,0,0,0
tvs,Taveta,,"<a href=""https://www.ethnologue.com/language/tvs"">Ethnologue</a>",10K to 1M,500000,tvs,0,0,0,0
tvt,"Naga, Tutsa",,"<a href=""https://www.ethnologue.com/language/tvt"">Ethnologue</a>",10K to 1M,500000,tvt,0,0,0,0
tvu,Tunen,,"<a href=""https://www.ethnologue.com/language/tvu"">Ethnologue</a>",10K to 1M,500000,tvu,0,0,0,0
tvw,Sedoa,y,"<a href=""https://www.ethnologue.com/language/tvw"">Ethnologue</a>",Less than 10K,9900,tvw,1,1,0,1
twb,Tawbuid,y,"<a href=""https://www.ethnologue.com/language/twb"">Ethnologue</a>",Less than 10K,9900,twb,1,1,0,1
twe,Teiwa,y,"<a href=""https://www.ethnologue.com/language/twe"">Ethnologue</a>",Less than 10K,9900,twe,1,1,0,1
twh,Tai Dón,,"<a href=""https://www.ethnologue.com/language/twh"">Ethnologue</a>",10K to 1M,500000,twh,0,0,0,0
twm,"Monpa, Tawang",,"<a href=""https://www.ethnologue.com/language/twm"">Ethnologue</a>",10K to 1M,500000,twm,0,0,0,0
twp,Ere,,"<a href=""https://www.ethnologue.com/language/twp"">Ethnologue</a>",Less than 10K,9900,twp,0,0,0,0
twr,"Tarahumara, Southwestern",,"<a href=""https://www.ethnologue.com/language/twr"">Ethnologue</a>",Less than 10K,9900,twr,0,0,0,0
twu,Termanu,y,"<a href=""https://www.ethnologue.com/language/twu"">Ethnologue</a>",10K to 1M,500000,twu,1,1,0,1
tww,Tuwari,,"<a href=""https://www.ethnologue.com/language/tww"">Ethnologue</a>",Less than 10K,9900,tww,0,0,0,0
twx,Tewe,,"<a href=""https://www.ethnologue.com/language/twx"">Ethnologue</a>",10K to 1M,500000,twx,0,0,0,0
twy,Tawoyan,,"<a href=""https://www.ethnologue.com/language/twy"">Ethnologue</a>",10K to 1M,500000,twy,0,0,0,0
txa,Tombonuo,y,"<a href=""https://www.ethnologue.com/language/txa"">Ethnologue</a>",,,txa,1,1,0,1
txn,"Tarangan, West",,"<a href=""https://www.ethnologue.com/language/txn"">Ethnologue</a>",Less than 10K,9900,txn,0,0,0,0
txo,Toto,,"<a href=""https://www.ethnologue.com/language/txo"">Ethnologue</a>",Less than 10K,9900,txo,0,0,0,0
txq,Tii,y,"<a href=""https://www.ethnologue.com/language/txq"">Ethnologue</a>",10K to 1M,500000,txq,1,1,0,1
txt,Citak,,"<a href=""https://www.ethnologue.com/language/txt"">Ethnologue</a>",Less than 10K,9900,txt,0,0,0,0
txu,Kayapó,y,"<a href=""https://www.ethnologue.com/language/txu"">Ethnologue</a>",Less than 10K,9900,txu,1,1,0,1
tye,Kyanga,y,"<a href=""https://www.ethnologue.com/language/tye"">Ethnologue</a>",10K to 1M,500000,tye,1,1,0,1
tyr,Tai Daeng,,"<a href=""https://www.ethnologue.com/language/tyr"">Ethnologue</a>",10K to 1M,500000,tyr,0,0,0,0
tyv,Tuvan,,"<a href=""https://www.ethnologue.com/language/tyv"">Ethnologue</a>",10K to 1M,500000,tyv,0,0,0,0
tyy,Tiyaa,,"<a href=""https://www.ethnologue.com/language/tyy"">Ethnologue</a>",Less than 10K,9900,tyy,0,0,0,0
tyz,Tày,,"<a href=""https://www.ethnologue.com/language/tyz"">Ethnologue</a>",1M to 1B,500000000,tyz,0,0,0,0
tzh,Tzeltal,"y (dialect: bachajon, dialect: tenejapa)","<a href=""https://www.ethnologue.com/language/tzh"">Ethnologue</a>",10K to 1M,500000,tzh,2,2,0,2
tzj,Tz’utujil,"y (dialect: eastern, dialect: western)","<a href=""https://www.ethnologue.com/language/tzj"">Ethnologue</a>",10K to 1M,500000,tzj,2,2,0,2
tzm,"Tamazight, Central Atlas",,"<a href=""https://www.ethnologue.com/language/tzm"">Ethnologue</a>",1M to 1B,500000000,tzm,0,0,0,0
tzo,Tzotzil,"y (dialect: chamula, dialect: chenalho)","<a href=""https://www.ethnologue.com/language/tzo"">Ethnologue</a>",10K to 1M,500000,tzo,2,2,0,2
uar,Tairuma,,"<a href=""https://www.ethnologue.com/language/uar"">Ethnologue</a>",Less than 10K,9900,uar,0,0,0,0
uba,Ubang,,"<a href=""https://www.ethnologue.com/language/uba"">Ethnologue</a>",10K to 1M,500000,uba,0,0,0,0
ubl,"Bikol, Buhi’non",y,"<a href=""https://www.ethnologue.com/language/ubl"">Ethnologue</a>",10K to 1M,500000,ubl,1,1,0,1
ubr,Ubir,,"<a href=""https://www.ethnologue.com/language/ubr"">Ethnologue</a>",Less than 10K,9900,ubr,0,0,0,0
ubu,Umbu-Ungu,y,"<a href=""https://www.ethnologue.com/language/ubu"">Ethnologue</a>",10K to 1M,500000,ubu,1,1,0,1
udg,Muduga,,"<a href=""https://www.ethnologue.com/language/udg"">Ethnologue</a>",Less than 10K,9900,udg,0,0,0,0
udi,Udi,,"<a href=""https://www.ethnologue.com/language/udi"">Ethnologue</a>",Less than 10K,9900,udi,0,0,0,0
udl,Wuzlam,,"<a href=""https://www.ethnologue.com/language/udl"">Ethnologue</a>",10K to 1M,500000,udl,0,0,0,0
udm,Udmurt,y,"<a href=""https://www.ethnologue.com/language/udm"">Ethnologue</a>",10K to 1M,500000,udm,1,1,0,1
udu,Uduk,y,"<a href=""https://www.ethnologue.com/language/udu"">Ethnologue</a>",,,udu,1,1,0,1
ugo,Ugong,,"<a href=""https://www.ethnologue.com/language/ugo"">Ethnologue</a>",Less than 10K,9900,ugo,0,0,0,0
uhn,Damal,,"<a href=""https://www.ethnologue.com/language/uhn"">Ethnologue</a>",10K to 1M,500000,uhn,0,0,0,0
uig,Uyghur,"y (script: arabic, script: cyrillic)","<a href=""https://www.ethnologue.com/language/uig"">Ethnologue</a>",1M to 1B,500000000,ug,0,0,0,0
uis,Uisai,,"<a href=""https://www.ethnologue.com/language/uis"">Ethnologue</a>",Less than 10K,9900,uis,0,0,0,0
uiv,Iyive,,"<a href=""https://www.ethnologue.com/language/uiv"">Ethnologue</a>",Less than 10K,9900,uiv,0,0,0,0
uki,Kui,,"<a href=""https://www.ethnologue.com/language/uki"">Ethnologue</a>",10K to 1M,500000,uki,0,0,0,0
ukp,Bukpe,,"<a href=""https://www.ethnologue.com/language/ukp"">Ethnologue</a>",10K to 1M,500000,ukp,0,0,0,0
ukr,Ukrainian,y,"<a href=""https://www.ethnologue.com/language/ukr"">Ethnologue</a>",1M to 1B,500000000,uk,8,2,2,6
ukw,Ukwuani-Aboh-Ndoni,,"<a href=""https://www.ethnologue.com/language/ukw"">Ethnologue</a>",10K to 1M,500000,ukw,0,0,0,0
ula,Fungwa,,"<a href=""https://www.ethnologue.com/language/ula"">Ethnologue</a>",Less than 10K,9900,ula,0,0,0,0
ulu,Uma’ Lung,,"<a href=""https://www.ethnologue.com/language/ulu"">Ethnologue</a>",Less than 10K,9900,ulu,0,0,0,0
umb,Umbundu,,"<a href=""https://www.ethnologue.com/language/umb"">Ethnologue</a>",1M to 1B,500000000,umb,0,0,0,0
umm,Umon,,"<a href=""https://www.ethnologue.com/language/umm"">Ethnologue</a>",10K to 1M,500000,umm,0,0,0,0
ums,Pendau,,"<a href=""https://www.ethnologue.com/language/ums"">Ethnologue</a>",Less than 10K,9900,ums,0,0,0,0
umu,Munsee,,"<a href=""https://www.ethnologue.com/language/umu"">Ethnologue</a>",,,umu,0,0,0,0
une,Uneme,,"<a href=""https://www.ethnologue.com/language/une"">Ethnologue</a>",10K to 1M,500000,une,0,0,0,0
ung,Ngarinyin,,"<a href=""https://www.ethnologue.com/language/ung"">Ethnologue</a>",,,ung,0,0,0,0
uni,Uni,,"<a href=""https://www.ethnologue.com/language/uni"">Ethnologue</a>",Less than 10K,9900,uni,0,0,0,0
unr,Mundari,y,"<a href=""https://www.ethnologue.com/language/unr"">Ethnologue</a>",1M to 1B,500000000,unr,1,1,0,1
unx,Munda,,"<a href=""https://www.ethnologue.com/language/unx"">Ethnologue</a>",10K to 1M,500000,unx,0,0,0,0
upv,Uripiv-Wala-Rano-Atchin,y,"<a href=""https://www.ethnologue.com/language/upv"">Ethnologue</a>",Less than 10K,9900,upv,1,1,0,1
ura,Urarina,y,"<a href=""https://www.ethnologue.com/language/ura"">Ethnologue</a>",Less than 10K,9900,ura,1,1,0,1
urb,Kaapor,y,"<a href=""https://www.ethnologue.com/language/urb"">Ethnologue</a>",Less than 10K,9900,urb,1,1,0,1
urd,Urdu,"y (script: arabic, script: devanagari, script: latin)","<a href=""https://www.ethnologue.com/language/urd"">Ethnologue</a>",1M to 1B,500000000,ur,12,10,4,8
urh,Urhobo,,"<a href=""https://www.ethnologue.com/language/urh"">Ethnologue</a>",1M to 1B,500000000,urh,0,0,0,0
uri,Urim,,"<a href=""https://www.ethnologue.com/language/uri"">Ethnologue</a>",Less than 10K,9900,uri,0,0,0,0
urk,Urak Lawoi’,y,"<a href=""https://www.ethnologue.com/language/urk"">Ethnologue</a>",Less than 10K,9900,urk,1,1,0,1
urt,Urat,y,"<a href=""https://www.ethnologue.com/language/urt"">Ethnologue</a>",Less than 10K,9900,urt,1,1,0,1
ury,Orya,y,"<a href=""https://www.ethnologue.com/language/ury"">Ethnologue</a>",Less than 10K,9900,ury,1,1,0,1
usa,Usarufa,,"<a href=""https://www.ethnologue.com/language/usa"">Ethnologue</a>",Less than 10K,9900,usa,0,0,0,0
usi,Usoi,,"<a href=""https://www.ethnologue.com/language/usi"">Ethnologue</a>",10K to 1M,500000,usi,0,0,0,0
usp,Uspanteko,y,"<a href=""https://www.ethnologue.com/language/usp"">Ethnologue</a>",Less than 10K,9900,usp,1,1,0,1
uss,us-Saare,,"<a href=""https://www.ethnologue.com/language/uss"">Ethnologue</a>",10K to 1M,500000,uss,0,0,0,0
uta,Itang,,"<a href=""https://www.ethnologue.com/language/uta"">Ethnologue</a>",10K to 1M,500000,uta,0,0,0,0
ute,Ute-Southern Paiute,,"<a href=""https://www.ethnologue.com/language/ute"">Ethnologue</a>",Less than 10K,9900,ute,0,0,0,0
uth,ut-Hun,,"<a href=""https://www.ethnologue.com/language/uth"">Ethnologue</a>",10K to 1M,500000,uth,0,0,0,0
utr,Etulo,,"<a href=""https://www.ethnologue.com/language/utr"">Ethnologue</a>",10K to 1M,500000,utr,0,0,0,0
uuu,U,,"<a href=""https://www.ethnologue.com/language/uuu"">Ethnologue</a>",10K to 1M,500000,uuu,0,0,0,0
uya,Doko-Uyanga,,"<a href=""https://www.ethnologue.com/language/uya"">Ethnologue</a>",10K to 1M,500000,uya,0,0,0,0
uzb,Uzbek,"y (script: cyrillic, script: latin)","<a href=""https://www.ethnologue.com/language/uzb"">Ethnologue</a>",Not Found,,uz,6,2,2,4
vaa,Vaagri Booli,,"<a href=""https://www.ethnologue.com/language/vaa"">Ethnologue</a>",Less than 10K,9900,vaa,0,0,0,0
vaf,Vafsi,,"<a href=""https://www.ethnologue.com/language/vaf"">Ethnologue</a>",10K to 1M,500000,vaf,0,0,0,0
vag,Vagla,y,"<a href=""https://www.ethnologue.com/language/vag"">Ethnologue</a>",10K to 1M,500000,vag,1,1,0,1
vah,Varhadi-Nagpuri,,"<a href=""https://www.ethnologue.com/language/vah"">Ethnologue</a>",1M to 1B,500000000,vah,0,0,0,0
vai,Vai,,"<a href=""https://www.ethnologue.com/language/vai"">Ethnologue</a>",10K to 1M,500000,vai,0,0,0,0
vaj,Northwestern !Kung,,"<a href=""https://www.ethnologue.com/language/vaj"">Ethnologue</a>",10K to 1M,500000,vaj,0,0,0,0
vam,Dumo,,"<a href=""https://www.ethnologue.com/language/vam"">Ethnologue</a>",Less than 10K,9900,vam,0,0,0,0
van,Walman,,"<a href=""https://www.ethnologue.com/language/van"">Ethnologue</a>",Less than 10K,9900,van,0,0,0,0
var,Huarijío,,"<a href=""https://www.ethnologue.com/language/var"">Ethnologue</a>",Less than 10K,9900,var,0,0,0,0
vas,Vasavi,,"<a href=""https://www.ethnologue.com/language/vas"">Ethnologue</a>",10K to 1M,500000,vas,0,0,0,0
vav,Varli,,"<a href=""https://www.ethnologue.com/language/vav"">Ethnologue</a>",10K to 1M,500000,vav,0,0,0,0
vay,Wayu,,"<a href=""https://www.ethnologue.com/language/vay"">Ethnologue</a>",Less than 10K,9900,vay,0,0,0,0
vem,Vemgo-Mabas,,"<a href=""https://www.ethnologue.com/language/vem"">Ethnologue</a>",10K to 1M,500000,vem,0,0,0,0
ven,Venda,,"<a href=""https://www.ethnologue.com/language/ven"">Ethnologue</a>",1M to 1B,500000000,ve,0,0,0,0
ver,Verre,,"<a href=""https://www.ethnologue.com/language/ver"">Ethnologue</a>",10K to 1M,500000,ver,0,0,0,0
vid,Vidunda,y,"<a href=""https://www.ethnologue.com/language/vid"">Ethnologue</a>",10K to 1M,500000,vid,1,1,0,1
vie,Vietnamese,y,"<a href=""https://www.ethnologue.com/language/vie"">Ethnologue</a>",1M to 1B,500000000,vi,6,4,2,4
vif,Vili,y,"<a href=""https://www.ethnologue.com/language/vif"">Ethnologue</a>",10K to 1M,500000,vif,1,1,0,1
vig,Viemo,,"<a href=""https://www.ethnologue.com/language/vig"">Ethnologue</a>",Less than 10K,9900,vig,0,0,0,0
viv,Iduna,,"<a href=""https://www.ethnologue.com/language/viv"">Ethnologue</a>",Less than 10K,9900,viv,0,0,0,0
vkl,Kulisusu,,"<a href=""https://www.ethnologue.com/language/vkl"">Ethnologue</a>",10K to 1M,500000,vkl,0,0,0,0
vkn,Koro Nulu,,"<a href=""https://www.ethnologue.com/language/vkn"">Ethnologue</a>",Less than 10K,9900,vkn,0,0,0,0
vls,West Flemish,,"<a href=""https://www.ethnologue.com/language/vls"">Ethnologue</a>",1M to 1B,500000000,vls,0,0,0,0
vmc,"Mixtec, Juxtlahuaca",,"<a href=""https://www.ethnologue.com/language/vmc"">Ethnologue</a>",10K to 1M,500000,vmc,0,0,0,0
vmh,Maraghei,,"<a href=""https://www.ethnologue.com/language/vmh"">Ethnologue</a>",,,vmh,0,0,0,0
vmj,"Mixtec, Ixtayutla",,"<a href=""https://www.ethnologue.com/language/vmj"">Ethnologue</a>",Less than 10K,9900,vmj,0,0,0,0
vmk,Makhuwa-Shirima,,"<a href=""https://www.ethnologue.com/language/vmk"">Ethnologue</a>",10K to 1M,500000,vmk,0,0,0,0
vmm,"Mixtec, Mitlatongo",,"<a href=""https://www.ethnologue.com/language/vmm"">Ethnologue</a>",Less than 10K,9900,vmm,0,0,0,0
vmp,"Mazatec, Soyaltepec",,"<a href=""https://www.ethnologue.com/language/vmp"">Ethnologue</a>",10K to 1M,500000,vmp,0,0,0,0
vmw,Makhuwa,y,"<a href=""https://www.ethnologue.com/language/vmw"">Ethnologue</a>",1M to 1B,500000000,vmw,1,1,0,1
vmx,"Mixtec, Tamazola",,"<a href=""https://www.ethnologue.com/language/vmx"">Ethnologue</a>",Less than 10K,9900,vmx,0,0,0,0
vmy,"Mazatec, Ayautla",y,"<a href=""https://www.ethnologue.com/language/vmy"">Ethnologue</a>",Less than 10K,9900,vmy,1,1,0,1
vmz,"Mazatec, Mazatlán",,"<a href=""https://www.ethnologue.com/language/vmz"">Ethnologue</a>",10K to 1M,500000,vmz,0,0,0,0
vnk,Lovono,,"<a href=""https://www.ethnologue.com/language/vnk"">Ethnologue</a>",,,vnk,0,0,0,0
vot,Vod,,"<a href=""https://www.ethnologue.com/language/vot"">Ethnologue</a>",,,vot,0,0,0,0
vra,Vera’a,,"<a href=""https://www.ethnologue.com/language/vra"">Ethnologue</a>",Less than 10K,9900,vra,0,0,0,0
vrs,Varisi,,"<a href=""https://www.ethnologue.com/language/vrs"">Ethnologue</a>",Less than 10K,9900,vrs,0,0,0,0
vum,Vumbu,,"<a href=""https://www.ethnologue.com/language/vum"">Ethnologue</a>",Less than 10K,9900,vum,0,0,0,0
vun,Vunjo,y,"<a href=""https://www.ethnologue.com/language/vun"">Ethnologue</a>",10K to 1M,500000,vun,1,1,0,1
vut,Vute,y,"<a href=""https://www.ethnologue.com/language/vut"">Ethnologue</a>",10K to 1M,500000,vut,1,1,0,1
wad,Wamesa,,"<a href=""https://www.ethnologue.com/language/wad"">Ethnologue</a>",Less than 10K,9900,wad,0,0,0,0
wal,Wolaytta,"y (script: ethiopic, script: latin)","<a href=""https://www.ethnologue.com/language/wal"">Ethnologue</a>",1M to 1B,500000000,wal,2,2,0,2
wan,Wan,,"<a href=""https://www.ethnologue.com/language/wan"">Ethnologue</a>",10K to 1M,500000,wan,0,0,0,0
wap,Wapishana,y,"<a href=""https://www.ethnologue.com/language/wap"">Ethnologue</a>",10K to 1M,500000,wap,1,1,0,1
war,Waray-Waray,y,"<a href=""https://www.ethnologue.com/language/war"">Ethnologue</a>",1M to 1B,500000000,war,1,1,0,1
was,Washo,,"<a href=""https://www.ethnologue.com/language/was"">Ethnologue</a>",,,was,0,0,0,0
wat,Kaninuwa,,"<a href=""https://www.ethnologue.com/language/wat"">Ethnologue</a>",Less than 10K,9900,wat,0,0,0,0
wau,Waurá,,"<a href=""https://www.ethnologue.com/language/wau"">Ethnologue</a>",Less than 10K,9900,wau,0,0,0,0
waw,Waiwai,y,"<a href=""https://www.ethnologue.com/language/waw"">Ethnologue</a>",Less than 10K,9900,waw,1,1,0,1
way,Wayana,y,"<a href=""https://www.ethnologue.com/language/way"">Ethnologue</a>",Less than 10K,9900,way,1,1,0,1
wba,Warao,y,"<a href=""https://www.ethnologue.com/language/wba"">Ethnologue</a>",10K to 1M,500000,wba,1,1,0,1
wbb,Wabo,,"<a href=""https://www.ethnologue.com/language/wbb"">Ethnologue</a>",Less than 10K,9900,wbb,0,0,0,0
wbf,Wara,,"<a href=""https://www.ethnologue.com/language/wbf"">Ethnologue</a>",Less than 10K,9900,wbf,0,0,0,0
wbi,Vwanji,,"<a href=""https://www.ethnologue.com/language/wbi"">Ethnologue</a>",10K to 1M,500000,wbi,0,0,0,0
wbj,Alagwa,,"<a href=""https://www.ethnologue.com/language/wbj"">Ethnologue</a>",10K to 1M,500000,wbj,0,0,0,0
wbk,Waigali,,"<a href=""https://www.ethnologue.com/language/wbk"">Ethnologue</a>",10K to 1M,500000,wbk,0,0,0,0
wbl,Wakhi,,"<a href=""https://www.ethnologue.com/language/wbl"">Ethnologue</a>",10K to 1M,500000,wbl,0,0,0,0
wbm,"Wa, Vo",,"<a href=""https://www.ethnologue.com/language/wbm"">Ethnologue</a>",10K to 1M,500000,wbm,0,0,0,0
wbp,Warlpiri,,"<a href=""https://www.ethnologue.com/language/wbp"">Ethnologue</a>",Less than 10K,9900,wbp,0,0,0,0
wbq,Waddar,,"<a href=""https://www.ethnologue.com/language/wbq"">Ethnologue</a>",10K to 1M,500000,wbq,0,0,0,0
wbr,Wagdi,,"<a href=""https://www.ethnologue.com/language/wbr"">Ethnologue</a>",1M to 1B,500000000,wbr,0,0,0,0
wca,Yanomámi,,"<a href=""https://www.ethnologue.com/language/wca"">Ethnologue</a>",Less than 10K,9900,wca,0,0,0,0
wci,"Gbe, Waci",,"<a href=""https://www.ethnologue.com/language/wci"">Ethnologue</a>",10K to 1M,500000,wci,0,0,0,0
wdj,Wadjiginy,,"<a href=""https://www.ethnologue.com/language/wdj"">Ethnologue</a>",,,wdj,0,0,0,0
wed,Wedau,,"<a href=""https://www.ethnologue.com/language/wed"">Ethnologue</a>",10K to 1M,500000,wed,0,0,0,0
weh,Weh,,"<a href=""https://www.ethnologue.com/language/weh"">Ethnologue</a>",Less than 10K,9900,weh,0,0,0,0
wem,"Gbe, Weme",,"<a href=""https://www.ethnologue.com/language/wem"">Ethnologue</a>",10K to 1M,500000,wem,0,0,0,0
weo,Wemale,,"<a href=""https://www.ethnologue.com/language/weo"">Ethnologue</a>",Less than 10K,9900,weo,0,0,0,0
wes,"Pidgin, Cameroon",,"<a href=""https://www.ethnologue.com/language/wes"">Ethnologue</a>",1M to 1B,500000000,wes,0,0,0,0
wew,Wejewa,,"<a href=""https://www.ethnologue.com/language/wew"">Ethnologue</a>",10K to 1M,500000,wew,0,0,0,0
wgb,Wagawaga,,"<a href=""https://www.ethnologue.com/language/wgb"">Ethnologue</a>",Less than 10K,9900,wgb,0,0,0,0
wgi,Wahgi,,"<a href=""https://www.ethnologue.com/language/wgi"">Ethnologue</a>",10K to 1M,500000,wgi,0,0,0,0
whg,Yuwei,,"<a href=""https://www.ethnologue.com/language/whg"">Ethnologue</a>",10K to 1M,500000,whg,0,0,0,0
wib,"Toussian, Southern",,"<a href=""https://www.ethnologue.com/language/wib"">Ethnologue</a>",10K to 1M,500000,wib,0,0,0,0
wim,Wik-Mungkan,,"<a href=""https://www.ethnologue.com/language/wim"">Ethnologue</a>",Less than 10K,9900,wim,0,0,0,0
win,Ho-Chunk,,"<a href=""https://www.ethnologue.com/language/win"">Ethnologue</a>",Less than 10K,9900,win,0,0,0,0
wiu,Witu,,"<a href=""https://www.ethnologue.com/language/wiu"">Ethnologue</a>",10K to 1M,500000,wiu,0,0,0,0
wja,Waja,,"<a href=""https://www.ethnologue.com/language/wja"">Ethnologue</a>",10K to 1M,500000,wja,0,0,0,0
wji,Warji,,"<a href=""https://www.ethnologue.com/language/wji"">Ethnologue</a>",10K to 1M,500000,wji,0,0,0,0
wkd,Mo,,"<a href=""https://www.ethnologue.com/language/wkd"">Ethnologue</a>",Less than 10K,9900,wkd,0,0,0,0
wlc,"Comorian, Mwali",,"<a href=""https://www.ethnologue.com/language/wlc"">Ethnologue</a>",10K to 1M,500000,wlc,0,0,0,0
wle,Wolane,,"<a href=""https://www.ethnologue.com/language/wle"">Ethnologue</a>",10K to 1M,500000,wle,0,0,0,0
wlo,Wolio,y,"<a href=""https://www.ethnologue.com/language/wlo"">Ethnologue</a>",10K to 1M,500000,wlo,1,1,0,1
wlv,Bermejo Wichí,,"<a href=""https://www.ethnologue.com/language/wlv"">Ethnologue</a>",10K to 1M,500000,wlv,0,0,0,0
wlw,Walak,,"<a href=""https://www.ethnologue.com/language/wlw"">Ethnologue</a>",10K to 1M,500000,wlw,0,0,0,0
wlx,Wali,y,"<a href=""https://www.ethnologue.com/language/wlx"">Ethnologue</a>",10K to 1M,500000,wlx,1,1,0,1
wmd,Mamaindê,,"<a href=""https://www.ethnologue.com/language/wmd"">Ethnologue</a>",Less than 10K,9900,wmd,0,0,0,0
wme,Wambule,,"<a href=""https://www.ethnologue.com/language/wme"">Ethnologue</a>",10K to 1M,500000,wme,0,0,0,0
wmo,Wom,,"<a href=""https://www.ethnologue.com/language/wmo"">Ethnologue</a>",Less than 10K,9900,wmo,0,0,0,0
wms,Wambon,,"<a href=""https://www.ethnologue.com/language/wms"">Ethnologue</a>",Less than 10K,9900,wms,0,0,0,0
wmt,Walmajarri,,"<a href=""https://www.ethnologue.com/language/wmt"">Ethnologue</a>",Less than 10K,9900,wmt,0,0,0,0
wmw,Mwani,y,"<a href=""https://www.ethnologue.com/language/wmw"">Ethnologue</a>",10K to 1M,500000,wmw,1,1,0,1
wnc,Wantoat,,"<a href=""https://www.ethnologue.com/language/wnc"">Ethnologue</a>",Less than 10K,9900,wnc,0,0,0,0
wni,"Comorian, Ndzwani",,"<a href=""https://www.ethnologue.com/language/wni"">Ethnologue</a>",10K to 1M,500000,wni,0,0,0,0
wno,Wano,,"<a href=""https://www.ethnologue.com/language/wno"">Ethnologue</a>",Less than 10K,9900,wno,0,0,0,0
wob,Wè Northern,y,"<a href=""https://www.ethnologue.com/language/wob"">Ethnologue</a>",10K to 1M,500000,wob,1,1,0,1
wod,Wolani,,"<a href=""https://www.ethnologue.com/language/wod"">Ethnologue</a>",Less than 10K,9900,wod,0,0,0,0
wof,"Wolof, Gambian",,"<a href=""https://www.ethnologue.com/language/wof"">Ethnologue</a>",10K to 1M,500000,wof,0,0,0,0
wog,Wogamusin,,"<a href=""https://www.ethnologue.com/language/wog"">Ethnologue</a>",Less than 10K,9900,wog,0,0,0,0
wol,Wolof,,"<a href=""https://www.ethnologue.com/language/wol"">Ethnologue</a>",1M to 1B,500000000,wo,1,1,0,1
wom,Wom,,"<a href=""https://www.ethnologue.com/language/wom"">Ethnologue</a>",Less than 10K,9900,wom,0,0,0,0
won,Wongo,,"<a href=""https://www.ethnologue.com/language/won"">Ethnologue</a>",10K to 1M,500000,won,0,0,0,0
wow,Wawonii,,"<a href=""https://www.ethnologue.com/language/wow"">Ethnologue</a>",10K to 1M,500000,wow,0,0,0,0
wrm,Warumungu,,"<a href=""https://www.ethnologue.com/language/wrm"">Ethnologue</a>",Less than 10K,9900,wrm,0,0,0,0
wro,Worrorra,,"<a href=""https://www.ethnologue.com/language/wro"">Ethnologue</a>",,,wro,0,0,0,0
wrp,Waropen,,"<a href=""https://www.ethnologue.com/language/wrp"">Ethnologue</a>",Less than 10K,9900,wrp,0,0,0,0
wrs,Waris,,"<a href=""https://www.ethnologue.com/language/wrs"">Ethnologue</a>",Less than 10K,9900,wrs,0,0,0,0
wsa,Warembori,,"<a href=""https://www.ethnologue.com/language/wsa"">Ethnologue</a>",Less than 10K,9900,wsa,0,0,0,0
wsg,"Gondi, Adilabad",y,"<a href=""https://www.ethnologue.com/language/wsg"">Ethnologue</a>",10K to 1M,500000,wsg,1,1,0,1
wsi,Wusi,,"<a href=""https://www.ethnologue.com/language/wsi"">Ethnologue</a>",Less than 10K,9900,wsi,0,0,0,0
wsk,Waskia,,"<a href=""https://www.ethnologue.com/language/wsk"">Ethnologue</a>",10K to 1M,500000,wsk,0,0,0,0
wss,Wasa,,"<a href=""https://www.ethnologue.com/language/wss"">Ethnologue</a>",10K to 1M,500000,wss,0,0,0,0
wti,Berta,,"<a href=""https://www.ethnologue.com/language/wti"">Ethnologue</a>",10K to 1M,500000,wti,0,0,0,0
wtm,Mewati,,"<a href=""https://www.ethnologue.com/language/wtm"">Ethnologue</a>",1M to 1B,500000000,wtm,0,0,0,0
wud,Wudu,,"<a href=""https://www.ethnologue.com/language/wud"">Ethnologue</a>",Less than 10K,9900,wud,0,0,0,0
